go.id	gen.id
GO:0015696	Solyc01g097370
GO:0016020	Solyc01g097370
GO:0004751	Solyc01g097460
GO:0009052	Solyc01g097460
GO:0016020	Solyc01g097650
GO:0004857	Solyc01g097660
GO:0046854	Solyc01g097780
GO:0016491	Solyc01g097810
GO:0055114	Solyc01g097810
GO:0003735	Solyc01g097870
GO:0005622	Solyc01g097870
GO:0005840	Solyc01g097870
GO:0006412	Solyc01g097870
GO:0003777	Solyc01g098080
GO:0005524	Solyc01g098080
GO:0007018	Solyc01g098080
GO:0008017	Solyc01g098080
GO:0006812	Solyc01g098190
GO:0015299	Solyc01g098190
GO:0016021	Solyc01g098190
GO:0055085	Solyc01g098190
GO:0016787	Solyc01g098390
GO:0000160	Solyc01g098400
GO:0016021	Solyc01g098490
GO:0022857	Solyc01g098490
GO:0055085	Solyc01g098490
GO:0016021	Solyc01g098500
GO:0022857	Solyc01g098500
GO:0055085	Solyc01g098500
GO:0004834	Solyc01g098550
GO:0006568	Solyc01g098550
GO:0016021	Solyc01g098560
GO:0022857	Solyc01g098560
GO:0055085	Solyc01g098560
GO:0016788	Solyc01g098650
GO:0005787	Solyc01g098780
GO:0006465	Solyc01g098780
GO:0008233	Solyc01g098780
GO:0016021	Solyc01g098780
GO:0016020	Solyc01g098900
GO:0030599	Solyc01g098940
GO:0042545	Solyc01g098940
GO:0016788	Solyc01g099010
GO:0016788	Solyc01g099020
GO:0016788	Solyc01g099050
GO:0016702	Solyc01g099200
GO:0046872	Solyc01g099200
GO:0055114	Solyc01g099200
GO:0016702	Solyc01g099210
GO:0046872	Solyc01g099210
GO:0055114	Solyc01g099210
GO:0006511	Solyc01g099290
GO:0031625	Solyc01g099290
GO:0000786	Solyc01g099410
GO:0003677	Solyc01g099410
GO:0008290	Solyc01g099720
GO:0051016	Solyc01g099720
GO:0003735	Solyc01g099830
GO:0005622	Solyc01g099830
GO:0005840	Solyc01g099830
GO:0006412	Solyc01g099830
GO:0016787	Solyc01g099860
GO:0030599	Solyc01g099950
GO:0042545	Solyc01g099950
GO:0003824	Solyc01g100040
GO:0016757	Solyc01g100210
GO:0005516	Solyc01g100240
GO:0043190	Solyc01g100250
GO:0005525	Solyc01g100350
GO:0004427	Solyc01g100390
GO:0009678	Solyc01g100390
GO:0016020	Solyc01g100390
GO:1902600	Solyc01g100390
GO:0001522	Solyc01g100400
GO:0003723	Solyc01g100400
GO:0009451	Solyc01g100400
GO:0009982	Solyc01g100400
