go.id	gen.id
GO:0043162	Zm00001d027962
GO:0044248	Zm00001d027962
GO:0010038	Zm00001d027966
GO:0017126	Zm00001d027967
GO:0045717	Zm00001d027971
GO:0010265	Zm00001d027974
GO:0016567	Zm00001d027974
GO:0055085	Zm00001d027974
GO:0031146	Zm00001d027975
GO:0006354	Zm00001d027980
GO:0006355	Zm00001d027980
GO:0042908	Zm00001d027982
GO:0055085	Zm00001d027982
GO:1990961	Zm00001d027982
GO:0006357	Zm00001d027987
GO:0006302	Zm00001d027989
GO:0016567	Zm00001d027989
GO:0006355	Zm00001d027991
GO:0006357	Zm00001d027991
GO:0045893	Zm00001d027991
GO:0046294	Zm00001d027995
GO:0046294	Zm00001d027996
GO:0032194	Zm00001d027999
GO:0042371	Zm00001d027999
GO:0042372	Zm00001d027999
GO:1901663	Zm00001d027999
GO:0015031	Zm00001d028002
GO:0006511	Zm00001d028005
GO:0016579	Zm00001d028005
GO:0006354	Zm00001d028007
GO:0006355	Zm00001d028007
GO:0006357	Zm00001d028007
GO:0015711	Zm00001d028008
GO:0015748	Zm00001d028008
GO:0055085	Zm00001d028008
GO:0071705	Zm00001d028008
GO:0015711	Zm00001d028009
GO:0015748	Zm00001d028009
GO:0055085	Zm00001d028009
GO:0071705	Zm00001d028009
GO:0006891	Zm00001d028010
GO:0015031	Zm00001d028010
GO:0006886	Zm00001d028012
GO:0006890	Zm00001d028012
GO:0006891	Zm00001d028012
GO:0015031	Zm00001d028012
GO:0042147	Zm00001d028012
GO:0006417	Zm00001d028013
GO:0010608	Zm00001d028013
GO:0016310	Zm00001d028016
GO:0018105	Zm00001d028016
GO:0035556	Zm00001d028016
GO:0046777	Zm00001d028016
GO:0006259	Zm00001d028018
GO:0090305	Zm00001d028018
GO:0090503	Zm00001d028018
GO:0006508	Zm00001d028019
GO:0016567	Zm00001d028020
GO:0044238	Zm00001d028020
GO:0044260	Zm00001d028020
GO:0072344	Zm00001d028020
GO:0000160	Zm00001d028026
GO:0007165	Zm00001d028026
GO:0016310	Zm00001d028026
GO:0000395	Zm00001d028034
GO:0006396	Zm00001d028034
GO:0006412	Zm00001d028038
GO:0006418	Zm00001d028038
GO:0006431	Zm00001d028038
GO:0048731	Zm00001d028038
GO:0006612	Zm00001d028039
GO:0018230	Zm00001d028039
GO:0006888	Zm00001d028040
GO:0016192	Zm00001d028040
GO:0042147	Zm00001d028040
GO:0006508	Zm00001d028042
GO:0016926	Zm00001d028042
GO:0009058	Zm00001d028045
GO:0051568	Zm00001d028050
GO:0032543	Zm00001d028053
GO:0015031	Zm00001d028054
GO:0016192	Zm00001d028054
GO:0048193	Zm00001d028054
GO:0006511	Zm00001d028055
GO:0016567	Zm00001d028055
GO:0044238	Zm00001d028055
GO:0044260	Zm00001d028055
GO:0006508	Zm00001d028057
GO:0000723	Zm00001d028059
GO:0006281	Zm00001d028059
GO:0006310	Zm00001d028059
GO:0006974	Zm00001d028059
GO:0032508	Zm00001d028059
GO:0000724	Zm00001d028060
GO:0006260	Zm00001d028060
GO:0006268	Zm00001d028060
GO:0006281	Zm00001d028060
GO:0006289	Zm00001d028060
GO:0006310	Zm00001d028060
GO:0007004	Zm00001d028060
GO:0051321	Zm00001d028060
GO:0051225	Zm00001d028073
GO:0006508	Zm00001d028079
GO:0000724	Zm00001d028082
GO:0006268	Zm00001d028082
GO:0006289	Zm00001d028082
GO:0007004	Zm00001d028082
GO:0051321	Zm00001d028082
GO:0006779	Zm00001d028083
GO:0006281	Zm00001d028084
GO:0006289	Zm00001d028084
GO:0006295	Zm00001d028084
GO:0006807	Zm00001d028084
GO:0006974	Zm00001d028084
GO:0043170	Zm00001d028084
GO:0044238	Zm00001d028084
GO:0090305	Zm00001d028084
GO:0006357	Zm00001d028085
GO:0030036	Zm00001d028089
GO:0045010	Zm00001d028089
GO:0007165	Zm00001d028091
GO:0008104	Zm00001d028091
GO:0000079	Zm00001d028092
GO:0007049	Zm00001d028092
GO:0044772	Zm00001d028092
GO:0051301	Zm00001d028092
GO:0006811	Zm00001d028093
GO:0006816	Zm00001d028093
GO:0070588	Zm00001d028093
GO:0010223	Zm00001d028094
GO:1901601	Zm00001d028094
GO:0042254	Zm00001d028096
